Link,Title,Rating,No. of Ratings,Price
/-/en/sspa/click?ie=UTF8&spc=MTo3Njg3NTkzNTU1MjY0NjMyOjE2OTU2NDQ5OTI6c3BfbXRmX2Jyb3dzZToyMDAzMTMzMDI4MDU5ODo6MDo6&url=%2FLatitude-Windows-Business-Notebook-Refurbished%2Fdp%2FB08RZ7Y4GD%2Fref%3Dsr_1_37_sspa%3Fqid%3D1695644992%26s%3Dcomputers%26sr%3D1-37-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Dell Latitude 5480 14 Inch HD Intel Core i5 256GB SSD Hard Drive 8GB Memory Windows 10 Pro Webcam Business Notebook Laptop (Refurbished),4.1 out of 5 stars,(34),229.00
/-/en/sspa/click?ie=UTF8&spc=MTo3Njg3NTkzNTU1MjY0NjMyOjE2OTU2NDQ5OTI6c3BfbXRmX2Jyb3dzZTozMDAwNTg5MTIwNTkyMzI6OjA6Og&url=%2Fdp%2FB071VLSBJ9%2Fref%3Dsr_1_38_sspa%3Fqid%3D1695644992%26s%3Dcomputers%26sr%3D1-38-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,"Lenovo ThinkPad T440s i5-4300U 1,9 8 250GB SSD 14 Zoll 1600 x 900 HD+ CAM BL WLAN CR Win10 8 GB RAM (Generalüberholt)",,,198.98
/-/en/sspa/click?ie=UTF8&spc=MTo3Njg3NTkzNTU1MjY0NjMyOjE2OTU2NDQ5OTI6c3BfbXRmX2Jyb3dzZToyMDA1MDI5MTkzMzcwMjo6MDo6&url=%2FFujitsu-Lifebook-15-6-Core-1115G4%2Fdp%2FB08SHLNRYD%2Fref%3Dsr_1_39_sspa%3Fqid%3D1695644992%26s%3Dcomputers%26sr%3D1-39-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,"Fujitsu Lifebook <> 15.6"" FHD <> Core i3 1115G4 <> RAM: 16GB <> SSD: 500GB <> Windows 11 Pro <> Office 2021 Professional",5.0 out of 5 stars,(15),599.00
/-/en/Lenovo-IdeaPad-Display-Graphics-Premium/dp/B0BQ3GNR69/ref=sr_1_40?qid=1695644992&s=computers&sr=1-40,Lenovo IdeaPad Slim 3 Laptop | 15.6 Inch Full HD Display | AMD Ryzen 5 5625U | 16GB RAM | 512GB SSD | AMD Radeon Graphics | Win11 Home | QWERTZ | Grey | 3 Months Premium Care,4.1 out of 5 stars,(86),499.00
/-/en/Inspiron-15-i7-1355U-Processor-Graphics/dp/B0C7CQ93YT/ref=sr_1_41?qid=1695644992&s=computers&sr=1-41,"Dell Inspiron 15 3530 Laptop, 13th Gen Intel Core i7-1355U Processor, 15.6 Inch FHD 120Hz Display, 16 GB RAM, 512 GB SSD, Intel Iris Xe Graphics, Windows 11 Home, QWERTZ Keyboard, Silver",4.6 out of 5 stars,(6),799.00
/-/en/Notebook-i5-12450H-Windows-Keyboard-12VE-087/dp/B0BV9HQ8TZ/ref=sr_1_42?qid=1695644992&s=computers&sr=1-42,"MSI Thin GF63 Gaming Notebook, 15.6 Inches, Full HD, Intel Core i5-12450H, 16 GB RAM, 512 GB SSD, RTX 4050 6 GB, Windows 11 Home, Gaming Keyboard, Black, 12VE-087",4.5 out of 5 stars,(385),949.00
/-/en/12VF-298-i7-12650H-DDR4-3200-Windows-Keyboard/dp/B0BZYWV9KZ/ref=sr_1_43?qid=1695644992&s=computers&sr=1-43,"MSI Thin GF63 12VF-298, 15.6 Inches FHD, Intel Core i7-12650H, 16 GB DDR4-3200, 512 GB SSD RTX 4060 Laptop GPU, Windows 11 H, Fast PCIe SSD System Drive, Gaming Keyboard, Black",4.5 out of 5 stars,(385),"1,199.00"
/-/en/Display-i5-13420H-GeForce-RTX4050-Premium/dp/B0BTT1LRFY/ref=sr_1_44?qid=1695644992&s=computers&sr=1-44,Lenovo LOQ 3i Gaming Laptop | 15.6 Inch Full HD Display | 120Hz | Intel Core i5-13420H | 16GB RAM | 512GB SSD | NVIDIA GeForce RTX4050 | Win11 Home | QWERTZ | Grey | 3 Months Premium Care,4.2 out of 5 stars,(29),899.00
/-/en/Samsung-Convertible-i7-1360P-Keyboard-Graphite/dp/B0BT1WWB6X/ref=sr_1_45?qid=1695644992&s=computers&sr=1-45,"Samsung Galaxy Book3 Pro 360 Convertible Laptop, 16 Inch 3K 120Hz Display, Intel Core i7-1360P, 16GB RAM, 512GB SSD, Windows 11, QWERTZ Keyboard, Graphite",4.0 out of 5 stars,(35),"1,849.00"
/-/en/B13VGK-671-i9-13900H-DDR5-5200-NVIDIA%C2%AE-GeForce/dp/B0C7KRYXT2/ref=sr_1_46?qid=1695644992&s=computers&sr=1-46,"MSI Katana 17 B13VGK-671 | Gaming Laptop | 43.9 cm (17.3 Inch) FHD | Intel Core i9-13900H | 16GB DDR5-5200 | 1TB GB SSD | NVIDIA® GeForce RTX™ 4070 | Windows 11 H, Black",4.5 out of 5 stars,(385),"1,799.00"
/-/en/i5-1335U-Keyboard-Graphite-Warranty-Exclusive/dp/B0BT1Y885L/ref=sr_1_47?qid=1695644992&s=computers&sr=1-47,Samsung Galaxy Book3 Laptop | 15 Inch Full HD 60Hz Display | Intel Core i5-1335U | 16GB RAM | 512GB SSD | Windows 11 | QWERTZ Keyboard | Graphite | Includes 36 Month Warranty [Exclusive to Amazon],4.0 out of 5 stars,(15),899.00
/-/en/Microsoft-Surface-Laptop-Studio-Platinum/dp/B09QSLJFVH/ref=sr_1_48?qid=1695644992&s=computers&sr=1-48,"Microsoft Surface Laptop Studio, i5, 16GB RAM, 256GB SSD, Win 11 Home, 14.4 Inch Laptop, Platinum",4.5 out of 5 stars,(141),"1,349.00"
/-/en/sspa/click?ie=UTF8&spc=MTo3Njg3NTkzNTU1MjY0NjMyOjE2OTU2NDQ5OTI6c3BfbXRmX2Jyb3dzZToyMDA2NDkwODQwNjM5ODo6MDo6&url=%2FLenovo-Notebook-i5-1035G1-Bluetooth-Webcam%2Fdp%2FB0883DBKL7%2Fref%3Dsr_1_49_sspa%3Fqid%3D1695644992%26s%3Dcomputers%26sr%3D1-49-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Lenovo V15 (15.6 Inch Full HD) Notebook Intel Core i5-1035G1 4 x 1.0 GHz 16 GB RAM 1000 GB SSD Bluetooth HDMI HD Webcam Win10 Pro,4.0 out of 5 stars,(3),536.00
/-/en/sspa/click?ie=UTF8&spc=MTo3Njg3NTkzNTU1MjY0NjMyOjE2OTU2NDQ5OTI6c3BfbXRmX2Jyb3dzZToyMDEyNjg1MDEyOTg5ODo6MDo6&url=%2FLenovo-V15-Windows-Wireless-Notebook%2Fdp%2FB08SK1PZ4H%2Fref%3Dsr_1_50_sspa%3Fqid%3D1695644992%26s%3Dcomputers%26sr%3D1-50-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Lenovo V15 - 15.6 Inch FHD - AMD Ryzen 5 3500U - 12GB RAM - 500GB SSD - Windows 11 Pro # with Wireless Mouse + Notebook Bag,5.0 out of 5 stars,(2),549.00
/-/en/sspa/click?ie=UTF8&spc=MTo3Njg3NTkzNTU1MjY0NjMyOjE2OTU2NDQ5OTI6c3BfbXRmX2Jyb3dzZToyMDEwNTMwNzE2OTA5ODo6MDo6&url=%2FLaptops-Windows11-Portable-Magnetic-Keyboard%2Fdp%2FB0BPQRNCBY%2Fref%3Dsr_1_51_sspa%3Fqid%3D1695644992%26s%3Dcomputers%26sr%3D1-51-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,"Tonysa 2 in 1 Laptops for Windows11, 3K HD Touch Screen, Portable 12.3 Inch Laptops with Magnetic Keyboard, 12GB RAM 512GB SSD Mini Gaming Laptop",,,406.72
/-/en/Vivobook-Anti-Glare-R7-5800H-Keyboard-Icelight/dp/B0BXMNNK8T/ref=sr_1_52?qid=1695644992&s=computers&sr=1-52,ASUS Vivobook 17 Laptop | 17.3 Inch FHD Anti-Glare IPS Display | AMD R7-5800H | 16GB RAM | 512GB SSD | AMD Radeon | Windows 11 | QWERTZ Keyboard | Icelight Silver,4.3 out of 5 stars,(219),699.00
/-/en/Inspiron-i5-1135G7-Processor-Display-Graphics/dp/B0C7CQJS25/ref=sr_1_53?qid=1695644992&s=computers&sr=1-53,"Dell Inspiron 15 3520 Laptop | 11th Gen Intel Core i5-1135G7 Processor | 15.6"" FHD 120Hz Display | 8GB RAM | 256GB NVMe SSD | Intel UHD Graphics | Windows 11 Home | QWERTZ | Carbon Black",4.1 out of 5 stars,(61),499.00
/-/en/Vivobook-Anti-Glare-Display-Windows-Keyboard/dp/B0BSF3GSMS/ref=sr_1_54?qid=1695644992&s=computers&sr=1-54,ASUS Vivobook 15 Laptop | 15.6 Inch FHD Anti-Glare IPS Display | AMD Ryzen 7 5700U | 16 GB RAM | 512 GB SSD | AMD Radeon | Windows 11 | QWERTZ Keyboard | Slate Grey,4.4 out of 5 stars,(389),599.00
/-/en/Zenbook-Display-i9-13900H-Windows-Keyboard/dp/B0BXRK6Y2C/ref=sr_1_55?qid=1695644992&s=computers&sr=1-55,ASUS Zenbook 14X OLED Laptop | 14.5 Inch WQXGA+ 120Hz OLED Display | Intel Core i9-13900H | 16GB RAM | 1TB SSD | Intel Iris Xe | Windows 11 | QWERTZ Keyboard | Inkwell Grey,3.9 out of 5 stars,(6),"1,499.00"
/-/en/Chromebook-CB315-3HT-C74D-15-Inch-ChromeOS-Display/dp/B09JZ7SJWR/ref=sr_1_56?qid=1695644992&s=computers&sr=1-56,"Acer Chromebook CB315-3HT-C74D 15-Inch Laptop, ChromeOS, FHD Touch Display, Battery Life: Up to 12.5 Hours, 4 GB LPDDR4 RAM, 128 GB eMMC, 1.63 kg Weight, 20.3 mm Thickness",4.3 out of 5 stars,(325),349.00
/-/en/13VG-055-i7-13700HX-DDR5-4800-NVIDIA%C2%AE-GeForce/dp/B09YXHRG7J/ref=sr_1_57?qid=1695644992&s=computers&sr=1-57,MSI Vector GP78 HX 13VG-055 | Gaming Laptop | 43.2 cm (17.0 Inch) QHD+ | Intel Core i7-13700HX | 16 GB DDR5-4800 | 1 TB SSD NVIDIA® GeForce RTX™ 4070 | Windows 11 H,4.7 out of 5 stars,(4),"1,949.00"
,,,,
,,4 Stars & Up,,
,,,,
,,,,
,,,,
,,,,
/-/en/sspa/click?ie=UTF8&spc=MTo3MTQ4Mzk3OTExMDg2NjMyOjE2OTU2NDQ5OTk6c3BfYXRmX2Jyb3dzZTozMDAwMDY2MDUxMDAxMzI6OjA6Og&url=%2FIdeaPad-Illuminated-Keyboard-Windows-Professional%2Fdp%2FB093LCSHVV%2Fref%3Dsr_1_49_sspa%3Fqid%3D1695644999%26s%3Dcomputers%26sr%3D1-49-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,Lenovo IdeaPad <> 15.6 inch FHD <> Ryzen 5 4500U <> 8GB RAM <> 250GB SSD <> Illuminated Keyboard <> Windows 10 Pro <> Office 2019 Professional,5.0 out of 5 stars,(1),549.00
/-/en/sspa/click?ie=UTF8&spc=MTo3MTQ4Mzk3OTExMDg2NjMyOjE2OTU2NDQ5OTk6c3BfYXRmX2Jyb3dzZTozMDAwMDY2MDUxMDAxMzI6OjA6Og&url=%2FIdeaPad-Illuminated-Keyboard-Windows-Professional%2Fdp%2FB093LCSHVV%2Fref%3Dsr_1_49_sspa%3Fqid%3D1695644999%26s%3Dcomputers%26sr%3D1-49-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,Lenovo IdeaPad <> 15.6 inch FHD <> Ryzen 5 4500U <> 8GB RAM <> 250GB SSD <> Illuminated Keyboard <> Windows 10 Pro <> Office 2019 Professional,5.0 out of 5 stars,(1),549.00
/-/en/sspa/click?ie=UTF8&spc=MTo3MTQ4Mzk3OTExMDg2NjMyOjE2OTU2NDQ5OTk6c3BfYXRmX2Jyb3dzZTozMDAwMTcxOTIxOTY3MzI6OjA6Og&url=%2FLenovo-V17-Windows-Wireless-Notebook%2Fdp%2FB08SBSNCFS%2Fref%3Dsr_1_50_sspa%3Fqid%3D1695644999%26s%3Dcomputers%26sr%3D1-50-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,Lenovo V17 - 17.3 Inch FHD - Core i5 1235U - 8GB RAM - 250GB SSD - Windows 11 Pro # with Wireless Mouse + Notebook Bag,,,809.00
/-/en/sspa/click?ie=UTF8&spc=MTo3MTQ4Mzk3OTExMDg2NjMyOjE2OTU2NDQ5OTk6c3BfYXRmX2Jyb3dzZToyMDAzMTMzMDI4MDU5ODo6MDo6&url=%2FLatitude-Windows-Business-Notebook-Refurbished%2Fdp%2FB08RZ7Y4GD%2Fref%3Dsr_1_51_sspa%3Fqid%3D1695644999%26s%3Dcomputers%26sr%3D1-51-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,Dell Latitude 5480 14 Inch HD Intel Core i5 256GB SSD Hard Drive 8GB Memory Windows 10 Pro Webcam Business Notebook Laptop (Refurbished),4.1 out of 5 stars,(34),229.00
/-/en/Vivobook-Display-i7-12700H-Windows-Keyboard/dp/B09QLG9YD3/ref=sr_1_52?qid=1695644999&s=computers&sr=1-52,Asus Vivobook S 14X OLED Slim Laptop | 14.5 Inch 2K 120Hz OLED Display | Intel Core i7-12700H | 16GB RAM | 512GB SSD | Intel Iris Xe | Windows 11 | QWERTZ Keyboard | Black,3.8 out of 5 stars,(26),919.00
/-/en/ThinkBook-Processor-GeForce-Windows-Exclusive/dp/B0BNHVGTB8/ref=sr_1_53?qid=1695644999&s=computers&sr=1-53,"Lenovo ThinkBook 16"" WQXGA Office Laptop | AMD Ryzen 7 5800H Processor | 16GB RAM |1TB SSD | NVIDIA GeForce RTX 3060 | Windows 11 Pro | Grey | [Exclusive to Amazon]",4.4 out of 5 stars,(13),"1,399.00"
/-/en/Lenovo-IdeaPad-Laptop-Display-Premium/dp/B0B1D6JK1J/ref=sr_1_54?qid=1695644999&s=computers&sr=1-54,Lenovo IdeaPad Slim 5 Laptop | 14 Inch Full HD Display | AMD Ryzen R5 5625U | 8GB RAM | 256GB SSD | AMD Radeon RX Vega 7 | Win11 Home | QWERTZ | Grey | 3 Months Premium Care,4.0 out of 5 stars,(57),479.00
/-/en/Creator-Processor-DDR4-3200-RadeonTM-Graphics/dp/B09YXLW6YZ/ref=sr_1_55?qid=1695644999&s=computers&sr=1-55,"MSI Modern 14 Creator Laptop | 14.0 Inch Full HD | AMD Ryzen™ 7 7730U Processor | 16GB DDR4-3200 RAM | 512GB SSD | AMD Radeon™ Graphics | Windows 11 H | 14 C7M-091, Black",5.0 out of 5 stars,(6),699.00
/-/en/A517-53-593A-Display-i5-1235U-Graphics-Keyboard/dp/B0B7NT3CKC/ref=sr_1_56?qid=1695644999&s=computers&sr=1-56,"Acer Aspire 5 (A517-53-593A) Laptop, 17, 3 FHD Display, Intel Core i5-1235U, 16GB RAM, 1 TB SSD, Intel Iris Xe Graphics, Windows 11, QWERTZ Keyboard, Grey",4.3 out of 5 stars,(49),899.00
/-/en/Lenovo-IdeaPad-Laptop-Display-Graphics/dp/B09RPH2Y6S/ref=sr_1_57?qid=1695644999&s=computers&sr=1-57,Lenovo IdeaPad Pro 5 Laptop | 16 Inch WQXGA Display | AMD Ryzen 5 5600H | 16GB RAM | 512GB SSD | AMD Radeon Graphics | Win11 Home | QWERTZ | Grey,4.2 out of 5 stars,(53),749.00
/-/en/Chromebook-IdeaPad-Convertible-Display-Graphics/dp/B0BNL9W7XM/ref=sr_1_58?qid=1695644999&s=computers&sr=1-58,Lenovo Chromebook IdeaPad 3i Flex Convertible | 15.6 Inch Full HD Touch Display | Intel Pentium Silver N6000 | 8GB RAM | 128GB eMMC | Intel UHD Graphics | Chrome OS | QWERTZ | Grey | 3 Months Premium,3.3 out of 5 stars,(7),348.21
/-/en/Samsung-Display-i5-1340P-Keyboard-Graphite/dp/B0BT1XQ9SJ/ref=sr_1_49?qid=1695644999&s=computers&sr=1-49,"Samsung Galaxy Book3 360 Laptop, 15 Inch Full HD 60Hz Display, Intel Core i5-1340P, 8GB RAM, 512GB SSD, Windows 11, QWERTZ Keyboard, Graphite",4.0 out of 5 stars,(35),"1,499.00"
/-/en/Vivobook-Display-7-5800H-Windows-Keyboard/dp/B09QLCM3M7/ref=sr_1_50?qid=1695644999&s=computers&sr=1-50,Asus Vivobook S14 OLED Slim Laptop | 14.0 Inch 2K OLED Display | AMD Ryzen 7-5800H | 16 GB RAM | 512 GB SSD | AMD Radeon | Windows 11 | QWERTZ Keyboard | Indie Black,4.0 out of 5 stars,(23),799.00
/-/en/sspa/click?ie=UTF8&spc=MTo3MTQ4Mzk3OTExMDg2NjMyOjE2OTU2NDQ5OTk6c3BfbXRmX2Jyb3dzZToyMDA2NDkxNjI0MjA5ODo6MDo6&url=%2FHP-17-Celeron-Wireless-Notebook%2Fdp%2FB09HKZDDN6%2Fref%3Dsr_1_51_sspa%3Fqid%3D1695644999%26s%3Dcomputers%26sr%3D1-51-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,HP 17 - Black - 17.3 Inch HD+ - Celeron N4120 - RAM: 16GB - SSD: 1000GB - Windows 11 Pro - Office 2021 Pro # with Wireless Mouse + Notebook Bag,4.0 out of 5 stars,(5),493.00
/-/en/sspa/click?ie=UTF8&spc=MTo3MTQ4Mzk3OTExMDg2NjMyOjE2OTU2NDQ5OTk6c3BfbXRmX2Jyb3dzZTozMDAwNTg5MTIwNTkyMzI6OjA6Og&url=%2Fdp%2FB071VLSBJ9%2Fref%3Dsr_1_52_sspa%3Fqid%3D1695644999%26s%3Dcomputers%26sr%3D1-52-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,"Lenovo ThinkPad T440s i5-4300U 1,9 8 250GB SSD 14 Zoll 1600 x 900 HD+ CAM BL WLAN CR Win10 8 GB RAM (Generalüberholt)",,,198.98
/-/en/sspa/click?ie=UTF8&spc=MTo3MTQ4Mzk3OTExMDg2NjMyOjE2OTU2NDQ5OTk6c3BfbXRmX2Jyb3dzZToyMDA1MDI5MTkzMzcwMjo6MDo6&url=%2FFujitsu-Lifebook-15-6-Core-1115G4%2Fdp%2FB08SHLNRYD%2Fref%3Dsr_1_53_sspa%3Fqid%3D1695644999%26s%3Dcomputers%26sr%3D1-53-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,"Fujitsu Lifebook <> 15.6"" FHD <> Core i3 1115G4 <> RAM: 16GB <> SSD: 500GB <> Windows 11 Pro <> Office 2021 Professional",5.0 out of 5 stars,(15),599.00
/-/en/IdeaPad-Convertible-Display-Graphics-Premium/dp/B0BQMMGGS9/ref=sr_1_54?qid=1695644999&s=computers&sr=1-54,Lenovo IdeaPad Flex 5 Convertible Laptop | 14 Inch WUXGA Display | AMD Ryzen 5 7530U | 16GB RAM | 512GB SSD | AMD Radeon Graphics | Win11 Home | QWERTZ | Blue | 3 Months Premium Care,4.2 out of 5 stars,(123),749.00
/-/en/Samsung-i5-1335U-Keyboard-Graphite-Warranty/dp/B0C3744Y65/ref=sr_1_55?qid=1695644999&s=computers&sr=1-55,Samsung Galaxy Book3 Laptop | 15 Inch FHD 60Hz Display | Intel Core i5-1335U | 8GB RAM | 512GB SSD | Intel ARC A350M (4GB) | Windows 11 | QWERTZ Keyboard | Graphite | Includes 36 Month Warranty,4.0 out of 5 stars,(15),676.84
/-/en/Chromebook-MediaTek-Kompanio-ChromeOS-Keyboard/dp/B0C49FBY2C/ref=sr_1_56?qid=1695644999&s=computers&sr=1-56,ASUS Chromebook Flip CM1 Laptop | 14 Inch FHD IPS Touch Display | MediaTek Kompanio 510 | 8 GB RAM | 128 GB eMMC | ARM G52 MC2 | ChromeOS | QWERTZ Keyboard | Gravity Grey,5.0 out of 5 stars,(2),389.00
/-/en/Display-3-7320U-Graphics-Windows-Keyboard/dp/B0BTYZB39W/ref=sr_1_57?qid=1695644999&s=computers&sr=1-57,HP Laptop | 17.3 Inch (43.9 cm) FHD IPS Display | AMD Ryzen 3-7320U Quad | 8GB LPDDR5 RAM | 512GB SSD | AMD Radeon Graphics | Windows 11 Home | QWERTZ Keyboard | Black | with HP Fast Charge,4.5 out of 5 stars,(421),509.01
/-/en/Lenovo-Athlon-Silver-Radeon-Graphics/dp/B0BX4HJ7KD/ref=sr_1_58?qid=1695644999&s=computers&sr=1-58,Lenovo V15 G4 AMN | 15.6 Inch FHD | AMD Athlon Silver 7120U | AMD Radeon Graphics | 8GB RAM | 512GB SSD | Black,4.4 out of 5 stars,(530),499.00
/-/en/A3SP14-31PT-C79U-Convertible-Notebook-Graphics-Keyboard/dp/B0BP2VN2WV/ref=sr_1_59?qid=1695644999&s=computers&sr=1-59,Acer Aspire 3 Spin (A3SP14-31PT-C79U) Laptop Convertible Notebook | 14 WUXGA Display | Intel N100 | 4GB RAM | 128GB SSD | Intel UHD Graphics | Windows 11 | QWERTZ Keyboard | Silver,5.0 out of 5 stars,(3),379.00
/-/en/Vivobook-Display-Ryzen-9-Windows-Keyboard/dp/B0B9XRDX8M/ref=sr_1_60?qid=1695644999&s=computers&sr=1-60,"ASUS Vivobook Pro 15 OLED Laptop, 15.6 Inch Full HD OLED Display, AMD Ryzen-9 5900HX, 16 GB RAM, 512 GB SSD, NVIDIA RTX 3050, Windows 11, QWERTZ Keyboard, Cool Silver",4.4 out of 5 stars,(164),979.00
/-/en/2023-Gram-Inch-Ultralight-Notebook/dp/B0C7L9BYYH/ref=sr_1_61?qid=1695644999&s=computers&sr=1-61,"2023 LG Gram 16 Inch Ultralight Notebook - 1190 g Intel Core i7 Laptop (16GB RAM, 512GB SSD, 22h Battery Life, 16:10, IPS LCD Display, Thunderbolt 4, Win 11 Home, Mirametrix Black",4.2 out of 5 stars,(64),"1,449.00"
/-/en/2023-gram-Inch-Ultralight-Notebook/dp/B0BYSRNQ98/ref=sr_1_62?qid=1695644999&s=computers&sr=1-62,"2023 LG gram 17 Inch Ultralight Notebook - 1,350 g Intel Core i7 Laptop (16GB RAM, 1TB SSD, 20h Battery Life, 16:10 Anti-Reflective IPS Display, Thunderbolt 4, Win 11 Home, Mirametrix) - Grey",4.4 out of 5 stars,(692),"1,549.00"
/-/en/sspa/click?ie=UTF8&spc=MTo3MTQ4Mzk3OTExMDg2NjMyOjE2OTU2NDQ5OTk6c3BfbXRmX2Jyb3dzZToyMDEyNjg1MDEyOTg5ODo6MDo6&url=%2FLenovo-V15-Windows-Wireless-Notebook%2Fdp%2FB08SK1PZ4H%2Fref%3Dsr_1_63_sspa%3Fqid%3D1695644999%26s%3Dcomputers%26sr%3D1-63-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Lenovo V15 - 15.6 Inch FHD - AMD Ryzen 5 3500U - 12GB RAM - 500GB SSD - Windows 11 Pro # with Wireless Mouse + Notebook Bag,5.0 out of 5 stars,(2),549.00
/-/en/sspa/click?ie=UTF8&spc=MTo3MTQ4Mzk3OTExMDg2NjMyOjE2OTU2NDQ5OTk6c3BfbXRmX2Jyb3dzZToyMDA2NDkwODQwNjM5ODo6MDo6&url=%2FLenovo-Notebook-i5-1035G1-Bluetooth-Webcam%2Fdp%2FB0883DBKL7%2Fref%3Dsr_1_64_sspa%3Fqid%3D1695644999%26s%3Dcomputers%26sr%3D1-64-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Lenovo V15 (15.6 Inch Full HD) Notebook Intel Core i5-1035G1 4 x 1.0 GHz 16 GB RAM 1000 GB SSD Bluetooth HDMI HD Webcam Win10 Pro,4.0 out of 5 stars,(3),536.00
/-/en/sspa/click?ie=UTF8&spc=MTo3MTQ4Mzk3OTExMDg2NjMyOjE2OTU2NDQ5OTk6c3BfbXRmX2Jyb3dzZToyMDEwNTMwNzE2OTA5ODo6MDo6&url=%2FLaptops-Windows11-Portable-Magnetic-Keyboard%2Fdp%2FB0BPQRNCBY%2Fref%3Dsr_1_65_sspa%3Fqid%3D1695644999%26s%3Dcomputers%26sr%3D1-65-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,"Tonysa 2 in 1 Laptops for Windows11, 3K HD Touch Screen, Portable 12.3 Inch Laptops with Magnetic Keyboard, 12GB RAM 512GB SSD Mini Gaming Laptop",,,406.72
/-/en/2023-Gram-Inch-Ultralight-Notebook/dp/B0BYSQP45Y/ref=sr_1_66?qid=1695644999&s=computers&sr=1-66,"2023 LG Gram 17 Inch Ultralight Notebook - 1,350 g Intel Core i7 Laptop (32GB RAM, 2TB SSD, 20h Battery Life, 16:10 Anti-Reflective IPS Display, Thunderbolt 4, Win 11 Home, Mirametrix) - Grey",4.4 out of 5 stars,(692),"1,868.90"
/-/en/IdeaPad-Convertible-Display-Pentium-Graphics/dp/B0BQ3GM5R6/ref=sr_1_67?qid=1695644999&s=computers&sr=1-67,Lenovo IdeaPad Flex 5 Convertible Laptop | 14 Inch WUXGA Display | Intel Pentium 8505 | 8GB RAM | 256GB SSD | Intel UHD Graphics | Win11 Home | QWERTZ | Grey | 3 Months Premium Care,4.2 out of 5 stars,(123),590.32
/-/en/IdeaPad-Convertible-Display-Graphics-Premium/dp/B0BQ3HKZVT/ref=sr_1_68?qid=1695644999&s=computers&sr=1-68,Lenovo IdeaPad Flex 5 Convertible Laptop | 16 Inch WUXGA Display | AMD Ryzen 7 7730U | 16GB RAM | 512GB SSD | AMD Radeon Graphics | Win11 Home | Grey | QWERTZ | 3 Months Premium Care,4.2 out of 5 stars,(123),799.00
/-/en/gram-SuperSlim-Inch-Ultralight-Notebook/dp/B0C7L87G7P/ref=sr_1_69?qid=1695644999&s=computers&sr=1-69,"LG gram SuperSlim (2023) 15 Inch Ultralight Notebook - 990 g Intel Core i7 Laptop (16GB RAM, 1TB SSD, 16h Battery Life, 16:9, OLED, Full HD, Thunderbolt 4, Win 11 Home, Mirametrix) - Blue",5.0 out of 5 stars,(2),"1,499.00"
/-/en/Chromebook-Convertible-i3-1110G4-ChromeOs-Keyboard/dp/B099NZZM4N/ref=sr_1_70?qid=1695644999&s=computers&sr=1-70,ASUS Chromebook Flip CX3 Convertible Laptop | 14 Inch FHD IPS Display | Intel Core i3-1110G4 | 8 GB RAM | 128GB SSD | ChromeOs | QWERTZ Keyboard | Al Blue,4.2 out of 5 stars,(440),519.00
/-/en/A317-54-54L5-Display-i5-1235U-Graphics-Keyboard/dp/B0CDLTKCLQ/ref=sr_1_71?qid=1695644999&s=computers&sr=1-71,"Acer Aspire 3 (A317-54-54L5) Laptop, 17.3 Inch FHD Display, Intel Core i5-1235U, 16 GB RAM, 512 GB SSD, Intel Iris Xe Graphics, Windows 11, QWERTZ Keyboard, Silver",5.0 out of 5 stars,(1),629.00
,,,,
,,4 Stars & Up,,
,,,,
,,,,
,,,,
,,,,
