Link,Title,Rating,No. of Ratings,Price
/-/en/i7-1360P-Keyboard-Graphite-Warranty-Exclusive/dp/B0BT1Y1ZL4/ref=sr_1_108?qid=1695645011&s=computers&sr=1-108,Samsung Galaxy Book3 Pro Laptop | 14 Inch 3K 120Hz Display | Intel Core i7-1360P | 16GB RAM | 512GB SSD | Windows 11 | QWERTZ Keyboard | Graphite | Includes 36 Month Warranty [Exclusive to Amazon],4.0 out of 5 stars,(15),"1,603.37"
/-/en/SF314-43-R8Z5-Ultrathin-Display-Graphics-Keyboard/dp/B09RFSVNRC/ref=sr_1_109?qid=1695645011&s=computers&sr=1-109,Acer Swift 3 (SF314-43-R8Z5) Ultrathin / Laptop | 14 FHD Display | AMD Ryzen 5 5500U | 8GB RAM | 256GB SSD | AMD Radeon Graphics | Windows 11 | QWERTZ Keyboard | Silver,4.2 out of 5 stars,(247),549.00
/-/en/Microsoft-Surface-12-45-Inch-31-6-cm-Platinum/dp/B08J7JNZD1/ref=sr_1_110?qid=1695645011&s=computers&sr=1-110,"Microsoft Surface Laptop Go 12.45-Inch / 31.6-cm Laptop (Intel Core i5, 8GB RAM, 128GB SSD, Win 10 Home in S Mode) Platinum",4.3 out of 5 stars,(795),759.00
/-/en/sspa/click?ie=UTF8&spc=MTo4MzY2Mzc3MzQ0NTI3NjMyOjE2OTU2NDUwMTE6c3BfbXRmX2Jyb3dzZToyMDEyNjg1MDEyOTg5ODo6MDo6&url=%2FLenovo-V15-Windows-Wireless-Notebook%2Fdp%2FB08SK1PZ4H%2Fref%3Dsr_1_111_sspa%3Fqid%3D1695645011%26s%3Dcomputers%26sr%3D1-111-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Lenovo V15 - 15.6 Inch FHD - AMD Ryzen 5 3500U - 12GB RAM - 500GB SSD - Windows 11 Pro # with Wireless Mouse + Notebook Bag,5.0 out of 5 stars,(2),549.00
/-/en/sspa/click?ie=UTF8&spc=MTo4MzY2Mzc3MzQ0NTI3NjMyOjE2OTU2NDUwMTE6c3BfbXRmX2Jyb3dzZToyMDA2NDkwODQwNjM5ODo6MDo6&url=%2FLenovo-Notebook-i5-1035G1-Bluetooth-Webcam%2Fdp%2FB0883DBKL7%2Fref%3Dsr_1_112_sspa%3Fqid%3D1695645011%26s%3Dcomputers%26sr%3D1-112-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Lenovo V15 (15.6 Inch Full HD) Notebook Intel Core i5-1035G1 4 x 1.0 GHz 16 GB RAM 1000 GB SSD Bluetooth HDMI HD Webcam Win10 Pro,4.0 out of 5 stars,(3),536.00
/-/en/sspa/click?ie=UTF8&spc=MTo4MzY2Mzc3MzQ0NTI3NjMyOjE2OTU2NDUwMTE6c3BfbXRmX2Jyb3dzZToyMDEwNTMwNzE2OTA5ODo6MDo6&url=%2FLaptops-Windows11-Portable-Magnetic-Keyboard%2Fdp%2FB0BPQRNCBY%2Fref%3Dsr_1_113_sspa%3Fqid%3D1695645011%26s%3Dcomputers%26sr%3D1-113-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,"Tonysa 2 in 1 Laptops for Windows11, 3K HD Touch Screen, Portable 12.3 Inch Laptops with Magnetic Keyboard, 12GB RAM 512GB SSD Mini Gaming Laptop",,,406.72
/-/en/Anti-Glare-Display-i9-13980HX-Windows-Keyboard/dp/B0BTPHV3D9/ref=sr_1_114?qid=1695645011&s=computers&sr=1-114,ASUS ROG Strix SCAR 18 Gaming Laptop | 18 Inch QHD+ 240Hz/3ms Anti-Glare IPS Display | Intel Core i9-13980HX | 32 GB RAM | 1 TB SSD | NVIDIA RTX 4080 | Windows 11 | QWERTZ Keyboard | Black,4.5 out of 5 stars,(9),"3,399.00"
/-/en/Celeron-1000GB-Windows-Wireless-Notebook/dp/B09HL1JWLZ/ref=sr_1_115?qid=1695645011&s=computers&sr=1-115,HP 17 Celeron N4120 17.3 Inch FHD RAM 32GB SSD 1000GB Windows 11 Pro with Wireless Mouse and Notebook Bag Black,4.1 out of 5 stars,(36),548.00
/-/en/Microsoft-Surface-Laptop-12-45-Intel/dp/B09XV2599B/ref=sr_1_116?qid=1695645011&s=computers&sr=1-116,"Microsoft Surface Laptop Go 2, 12.45 Inch Laptop (Intel Core i5, 8GB RAM, 128GB SSD, Win 11 Home) Sage",4.4 out of 5 stars,(97),769.00
/-/en/AN17-51-73L9-Display-GeForce-Windows-Keyboard/dp/B0BVWDP8RX/ref=sr_1_117?qid=1695645011&s=computers&sr=1-117,Acer Nitro 17 (AN17-51-73L9) Gaming Laptop | 17.3 Inch FHD 165Hz Display | Intel Core i7 13700H | 16 GB RAM | 512 GB SSD | NVIDIA GeForce RTX 4050 | Windows 11 | QWERTZ Keyboard | Black,4.6 out of 5 stars,(53),"1,257.26"
/-/en/Lenovo-Display-i7-1260P-Graphics-Premium/dp/B0BQ3FM1XW/ref=sr_1_118?qid=1695645011&s=computers&sr=1-118,Lenovo Yoga Slim 6i Laptop | 14 Inch 2.8K Display | Intel Core i7-1260P | 16GB RAM | 512GB SSD | Intel Iris Xe Graphics | Win11 Home | QWERTZ | Grey | 3 Months Premium Care,4.3 out of 5 stars,(40),889.87
/-/en/Convertible-Touchscreen-Display-9-6900HS-Keyboard/dp/B09QLG6CMK/ref=sr_1_119?qid=1695645011&s=computers&sr=1-119,Asus ROG Flow 13 Gaming Convertible | 13.4 Inch Full HD 120Hz Touchscreen Display | AMD Ryzen 9-6900HS | 16GB RAM | 1000GB SSD | NVIDIA RTX 3050TI | Windows 11 | QWERTZ Keyboard | Off Black,3.7 out of 5 stars,(31),"1,299.00"
,,,,
,,4 Stars & Up,,
,,,,
,,,,
,,,,
,,,,
/-/en/sspa/click?ie=UTF8&spc=MToyMzI1NDA2OTYyMDIxNjMyOjE2OTU2NDUwMTY6c3BfYXRmX2Jyb3dzZTozMDAwMTcxOTIxOTY3MzI6OjA6Og&url=%2FLenovo-V17-Windows-Wireless-Notebook%2Fdp%2FB08SBSNCFS%2Fref%3Dsr_1_121_sspa%3Fqid%3D1695645016%26s%3Dcomputers%26sr%3D1-121-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,Lenovo V17 - 17.3 Inch FHD - Core i5 1235U - 8GB RAM - 250GB SSD - Windows 11 Pro # with Wireless Mouse + Notebook Bag,4.1 out of 5 stars,(34),809.00
/-/en/sspa/click?ie=UTF8&spc=MToyMzI1NDA2OTYyMDIxNjMyOjE2OTU2NDUwMTY6c3BfYXRmX2Jyb3dzZTozMDAwMTcxOTIxOTY3MzI6OjA6Og&url=%2FLenovo-V17-Windows-Wireless-Notebook%2Fdp%2FB08SBSNCFS%2Fref%3Dsr_1_121_sspa%3Fqid%3D1695645016%26s%3Dcomputers%26sr%3D1-121-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,Lenovo V17 - 17.3 Inch FHD - Core i5 1235U - 8GB RAM - 250GB SSD - Windows 11 Pro # with Wireless Mouse + Notebook Bag,,,809.00
/-/en/sspa/click?ie=UTF8&spc=MToyMzI1NDA2OTYyMDIxNjMyOjE2OTU2NDUwMTY6c3BfYXRmX2Jyb3dzZToyMDAzMTMzMDI4MDU5ODo6MDo6&url=%2FLatitude-Windows-Business-Notebook-Refurbished%2Fdp%2FB08RZ7Y4GD%2Fref%3Dsr_1_122_sspa%3Fqid%3D1695645016%26s%3Dcomputers%26sr%3D1-122-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,Dell Latitude 5480 14 Inch HD Intel Core i5 256GB SSD Hard Drive 8GB Memory Windows 10 Pro Webcam Business Notebook Laptop (Refurbished),4.1 out of 5 stars,(34),229.00
/-/en/sspa/click?ie=UTF8&spc=MToyMzI1NDA2OTYyMDIxNjMyOjE2OTU2NDUwMTY6c3BfYXRmX2Jyb3dzZTozMDAwMDY2MDUxMDAxMzI6OjA6Og&url=%2FIdeaPad-Illuminated-Keyboard-Windows-Professional%2Fdp%2FB093LCSHVV%2Fref%3Dsr_1_123_sspa%3Fqid%3D1695645016%26s%3Dcomputers%26sr%3D1-123-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,Lenovo IdeaPad <> 15.6 inch FHD <> Ryzen 5 4500U <> 8GB RAM <> 250GB SSD <> Illuminated Keyboard <> Windows 10 Pro <> Office 2019 Professional,5.0 out of 5 stars,(1),549.00
/-/en/Colour-LaserJet-Printer-Duplex-Airprint/dp/B078S3FSX2/ref=sr_1_124?qid=1695645016&s=computers&sr=1-124,HP Colour LaserJet Pro Colour Laser Printer LAN Duplex Airprint White,4.3 out of 5 stars,(3.8K+),
/-/en/Samsung-Display-i9-13900H-Keyboard-Graphite/dp/B0BT1Z6WN2/ref=sr_1_125?qid=1695645016&s=computers&sr=1-125,Samsung Galaxy Book3 Ultra Laptop | 16 Inch 3K 120Hz Display | Intel Core i9-13900H | 32GB RAM | 1TB SSD | NVIDIA RTX 4070 | Windows 11 | QWERTZ Keyboard | Graphite,3.5 out of 5 stars,(11),"3,199.41"
/-/en/Samsung-i7-13700H-Keyboard-Graphite-Warranty/dp/B0BT21H84P/ref=sr_1_126?qid=1695645016&s=computers&sr=1-126,Samsung Galaxy Book3 Ultra Laptop | 16 Inch 3K 120Hz Display | Intel Core i7-13700H | 16GB RAM | 1TB GB SSD | NVIDIA RTX 4050 | Windows 11 | QWERTZ Keyboard | Graphite | Includes 36 Month Warranty,3.5 out of 5 stars,(11),"2,003.32"
/-/en/Zenbook-i9-12900H-Graphics-Titanium-Touchscreen/dp/B0B9XV2LKC/ref=sr_1_127?qid=1695645016&s=computers&sr=1-127,ASUS Zenbook 14X Space Edition OLED Laptop | 14 Inch WQUXGA OLED | Intel Core i9-12900H | 32 GB RAM | 1 TB SSD | Intel Iris X Graphics | Windows 11 | Zero-G Titanium | Touchscreen | 16:10,3.7 out of 5 stars,(14),"1,699.00"
/-/en/ComfyViewTM-Display-Intel%C2%AE-i3-1215U-Graphics/dp/B0CDLQHJ5M/ref=sr_1_128?qid=1695645016&s=computers&sr=1-128,Acer ComfyView™ Full HD IPS Display (matt) / Intel® Core™ i3-1215U / 8 GB DDR4 RAM / 512 GB SSD/Intel® UHD Graphics/Win 11 (64 Bit) / Pure Silver,5.0 out of 5 stars,(1),499.00
/-/en/Inspiron-Laptop-Intel-i7-1360P-Processor/dp/B0C1N87QNQ/ref=sr_1_129?qid=1695645016&s=computers&sr=1-129,"Dell Inspiron 16 5630 Laptop | 13th Gen Intel Core i7-1360P Processor | 16"" 16:10 FHD+ Display | 16GB RAM | 512GB SSD | Intel Iris Xe Graphics | Windows 11 Home | Fingerprint Reader | QWERTZ | Silver",4.1 out of 5 stars,(6),929.00
/-/en/Display-9-5900HX-Windows-Keyboard-Eclipse/dp/B0B7FRC3ZB/ref=sr_1_130?qid=1695645016&s=computers&sr=1-130,Asus ROG Strix 17 Gaming Laptop | 17.3 Inch 2K 165Hz Matte IPS Display | AMD Ryzen 9-5900HX | 16GB RAM | 1000GB SSD | NVIDIA RTX 3070 | Windows 11 | QWERTZ Keyboard | Eclipse Grey,4.4 out of 5 stars,(49),"1,976.11"
/-/en/Microsoft-i5-1245U-Notebook-Touchscreen-LPDDR5x-SDRAM/dp/B0BPMF87CR/ref=sr_1_121?qid=1695645016&s=computers&sr=1-121,Microsoft Surface Laptop 5 i5-1245U Notebook 34.3 cm (13.5 Inch) Touchscreen Intel® Core™ i5 16GB LPDDR5x-SDRAM 256GB SSD Wi-Fi 6 (802.11ax) Windows 1 Pro Black,,,"1,349.22"
/-/en/Raider-Intel-i7-13700HX-Windows-13VG-035/dp/B09Y5679YY/ref=sr_1_122?qid=1695645016&s=computers&sr=1-122,MSI Raider GE78 HX | 43.2 cm (17.0 inch) QHD+ | Intel Core i7-13700HX | 2 x 16 GB RAM | 2 TB SSD|RTX 4070 | Windows 11 Home | Black | 13VG-035,3.0 out of 5 stars,(6),"2,399.00"
/-/en/sspa/click?ie=UTF8&spc=MToyMzI1NDA2OTYyMDIxNjMyOjE2OTU2NDUwMTY6c3BfbXRmX2Jyb3dzZToyMDA2NDkxNjI0MjA5ODo6MDo6&url=%2FHP-17-Celeron-Wireless-Notebook%2Fdp%2FB09HKZDDN6%2Fref%3Dsr_1_123_sspa%3Fqid%3D1695645016%26s%3Dcomputers%26sr%3D1-123-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,HP 17 - Black - 17.3 Inch HD+ - Celeron N4120 - RAM: 16GB - SSD: 1000GB - Windows 11 Pro - Office 2021 Pro # with Wireless Mouse + Notebook Bag,4.0 out of 5 stars,(5),493.00
/-/en/sspa/click?ie=UTF8&spc=MToyMzI1NDA2OTYyMDIxNjMyOjE2OTU2NDUwMTY6c3BfbXRmX2Jyb3dzZTozMDAwNTg5MTIwNTkyMzI6OjA6Og&url=%2Fdp%2FB071VLSBJ9%2Fref%3Dsr_1_124_sspa%3Fqid%3D1695645016%26s%3Dcomputers%26sr%3D1-124-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,"Lenovo ThinkPad T440s i5-4300U 1,9 8 250GB SSD 14 Zoll 1600 x 900 HD+ CAM BL WLAN CR Win10 8 GB RAM (Generalüberholt)",,,198.98
/-/en/sspa/click?ie=UTF8&spc=MToyMzI1NDA2OTYyMDIxNjMyOjE2OTU2NDUwMTY6c3BfbXRmX2Jyb3dzZToyMDA1MDI5MTkzMzcwMjo6MDo6&url=%2FFujitsu-Lifebook-15-6-Core-1115G4%2Fdp%2FB08SHLNRYD%2Fref%3Dsr_1_125_sspa%3Fqid%3D1695645016%26s%3Dcomputers%26sr%3D1-125-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,"Fujitsu Lifebook <> 15.6"" FHD <> Core i3 1115G4 <> RAM: 16GB <> SSD: 500GB <> Windows 11 Pro <> Office 2021 Professional",5.0 out of 5 stars,(15),599.00
/-/en/Microsoft-Surface-Laptop-GeForce-Platinum/dp/B09QSMFTYN/ref=sr_1_126?qid=1695645016&s=computers&sr=1-126,"Microsoft Surface Laptop Studio, i7, 32GB RAM, 2TB SSD, GeForce RTX 3050 TI, Win 11 Home, 14.4 Inch Laptop, Platinum",4.5 out of 5 stars,(141),"2,659.16"
/-/en/Gaming-Anti-Glare-Display-Windows-Keyboard/dp/B0BTPGRQ5G/ref=sr_1_127?qid=1695645016&s=computers&sr=1-127,ASUS TUF Gaming A17 Laptop | 17.3 Inch FHD 144Hz Anti-Glare IPS Display | AMD R9 7940HS | 16 GB RAM | 1 TB SSD | NVIDIA RTX 4050 | Windows 11 | QWERTZ Keyboard | Mecha Grey,5.0 out of 5 stars,(1),"1,799.00"
/-/en/Spectre-Laptop-i7-12700H-Windows-Leather/dp/B0B7BTH73F/ref=sr_1_128?qid=1695645016&s=computers&sr=1-128,HP Spectre x360 2-in-1 Laptop | 16 Inch 3K+ IPS Touch Screen | Intel Core i7-12700H (Intel Evo) | 16 GB DDR4 RAM | 1 TB SSD | Intel Iris Xe | Windows 11 | QWERTZ | Blue | with HP Pen & Leather Case,4.6 out of 5 stars,(8),"1,999.00"
/-/en/Lenovo-IdeaPad-Laptop-Display-Premium/dp/B0B1D7DK3N/ref=sr_1_129?qid=1695645016&s=computers&sr=1-129,Lenovo IdeaPad Pro 5 Laptop | 16 Inch WQXGA Display | AMD Ryzen R5 6600HS | 16GB RAM | 512GB SSD | AMD Radeon 660M | Win11 Home | QWERTZ | Grey | 3 Months Premium Care,3.9 out of 5 stars,(32),899.00
/-/en/SF314-511-54V1-Ultrabook-i5-1135G7-Graphics-Keyboard/dp/B0C77S1TQ4/ref=sr_1_130?qid=1695645016&s=computers&sr=1-130,Acer Swift 3 (SF314-511-54V1) Ultrabook/Laptop | 14 Inch FHD Display | Intel Core i5-1135G7 | 8 GB RAM | 512 GB SSD | Intel Iris Xe Graphics | Windows 11 | QWERTZ Keyboard | Silver,4.2 out of 5 stars,(247),632.41
/-/en/Chromebook-CB314-2HT-K3GR-MediaTek-Octa-Core-Mali-G72/dp/B09NYC4D6Z/ref=sr_1_131?qid=1695645016&s=computers&sr=1-131,Acer Chromebook 314 (CB314-2HT-K3GR) Laptop | 14 Full HD Touch Display | MediaTek Octa-Core ARM Cortex A73/A53 (MT8183) | 4 GB RAM | 64 GB eMMC | Mali-G72 MP3 GPU | Google ChromeOS | Silver,4.3 out of 5 stars,(325),299.00
/-/en/Zephyrus-Anti-Glare-Display-Keyboard-Moonlight/dp/B0BTPHX6R9/ref=sr_1_132?qid=1695645016&s=computers&sr=1-132,"ASUS ROG Zephyrus G14 Gaming Laptop, 14 Inch QHD+ 165Hz/3ms Anti-Glare Display, AMD R9 7940HS, 32 GB RAM, 1 TB SSD, NVIDIA RTX 4090, Windows 11, QWERTZ Keyboard, Moonlight White, Mini LED Version",4.1 out of 5 stars,(76),"3,999.00"
/-/en/Predator-PHN16-71-76PW-Display-13700HX-Keyboard/dp/B0BX9KVQF5/ref=sr_1_133?qid=1695645016&s=computers&sr=1-133,Acer Predator Helios Neo 16 (PHN16-71-76PW) Gaming Laptop | 16 Inch WUXGA 165Hz Display | Intel Core i7 13700HX | 16 GB RAM | 1 TB SSD | NVIDIA GeForce RTX 4060 | Windows 11 | QWERTZ Keyboard | Black,4.3 out of 5 stars,(17),"1,899.00"
/-/en/Microsoft-Surface-Laptop-Studio-Platinum/dp/B07XG2FVWG/ref=sr_1_134?qid=1695645016&s=computers&sr=1-134,"Microsoft Surface Laptop Studio, i5, 16GB RAM, 512GB SSD, Win 11 Home, 14.4 Inch Laptop, Platinum",4.5 out of 5 stars,(141),"1,569.99"
/-/en/sspa/click?ie=UTF8&spc=MToyMzI1NDA2OTYyMDIxNjMyOjE2OTU2NDUwMTY6c3BfbXRmX2Jyb3dzZToyMDEyNjg1MDEyOTg5ODo6MDo6&url=%2FLenovo-V15-Windows-Wireless-Notebook%2Fdp%2FB08SK1PZ4H%2Fref%3Dsr_1_135_sspa%3Fqid%3D1695645016%26s%3Dcomputers%26sr%3D1-135-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Lenovo V15 - 15.6 Inch FHD - AMD Ryzen 5 3500U - 12GB RAM - 500GB SSD - Windows 11 Pro # with Wireless Mouse + Notebook Bag,5.0 out of 5 stars,(2),549.00
/-/en/sspa/click?ie=UTF8&spc=MToyMzI1NDA2OTYyMDIxNjMyOjE2OTU2NDUwMTY6c3BfbXRmX2Jyb3dzZToyMDEwNTMwNzE2OTA5ODo6MDo6&url=%2FLaptops-Windows11-Portable-Magnetic-Keyboard%2Fdp%2FB0BPQRNCBY%2Fref%3Dsr_1_136_sspa%3Fqid%3D1695645016%26s%3Dcomputers%26sr%3D1-136-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,"Tonysa 2 in 1 Laptops for Windows11, 3K HD Touch Screen, Portable 12.3 Inch Laptops with Magnetic Keyboard, 12GB RAM 512GB SSD Mini Gaming Laptop",,,406.72
/-/en/sspa/click?ie=UTF8&spc=MToyMzI1NDA2OTYyMDIxNjMyOjE2OTU2NDUwMTY6c3BfbXRmX2Jyb3dzZToyMDA2NDkwODQwNjM5ODo6MDo6&url=%2FLenovo-Notebook-i5-1035G1-Bluetooth-Webcam%2Fdp%2FB0883DBKL7%2Fref%3Dsr_1_137_sspa%3Fqid%3D1695645016%26s%3Dcomputers%26sr%3D1-137-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Lenovo V15 (15.6 Inch Full HD) Notebook Intel Core i5-1035G1 4 x 1.0 GHz 16 GB RAM 1000 GB SSD Bluetooth HDMI HD Webcam Win10 Pro,4.0 out of 5 stars,(3),536.00
/-/en/AN517-55-770Z-Display-i7-12700H-GeForce-Keyboard/dp/B0BX9D4434/ref=sr_1_138?qid=1695645016&s=computers&sr=1-138,Acer Nitro 5 (AN517-55-770Z) Gaming Laptop | 17.3 Inch FHD 144Hz Display | Intel Core i7-12700H | 16 GB RAM | 1 TB SSD | NVIDIA GeForce RTX 4060 | Windows 11 | QWERTZ Keyboard | Black,3.8 out of 5 stars,(14),"1,395.46"
/-/en/i5-1235U-Notebook-DDR4-SDRAM-802-11ac-Windows/dp/B0BMVZL8QW/ref=sr_1_139?qid=1695645016&s=computers&sr=1-139,Lenovo V15 G3 i5-1235U Notebook 39.6 cm (15.6 Inch) Full HD Intel® Core™ i5 16GB DDR4-SDRAM 512GB SSD Wi-Fi 5 (802.11ac) Windows 11 Pro Black,5.0 out of 5 stars,(1),654.45
/-/en/Inspiron-Laptop-Intel-i7-1360P-Processor/dp/B0CBCWJDTX/ref=sr_1_140?qid=1695645016&s=computers&sr=1-140,"Dell Inspiron 16 5630 Laptop | 13th Gen Intel Core i7-1360P Processor | 16"" 16:10 FHD+ Display | 16GB RAM | 1TB SSD | Intel Iris Xe Graphics | Windows 11 Home | Fingerprint Reader | QWERTZ",,,949.00
/-/en/ASUS-ROG-Zephyrus-Laptop-Inch/dp/B09QLG4GRF/ref=sr_1_141?qid=1695645016&s=computers&sr=1-141,ASUS ROG Zephyrus M16 Laptop | 16 Inch 16:10 165Hz/3ms WQXGA Anti-Glare IPS Display | Intel Core i9-12900H | 32 GB RAM | 1 TB SSD | NVIDIA RTX 3070Ti | Windows 11 | QWERTZ Keyboard | Off Black,4.2 out of 5 stars,(65),"2,249.00"
/-/en/Anti-Glare-Display-i7-12700H-Windows-Keyboard/dp/B0BTPGBW5N/ref=sr_1_142?qid=1695645016&s=computers&sr=1-142,ASUS TUF Gaming F17 Laptop | 17.3 Inch WQHD 240Hz/3ms Anti-Glare IPS Display | Intel Core i7-12700H | 16 GB RAM | 1 TB SSD | NVIDIA RTX 4060 | Windows 11 | QWERTZ Keyboard | Mecha Grey,5.0 out of 5 stars,(1),"1,669.00"
/-/en/i7-13700H-Display-Graphics-Windows-Fingerprint/dp/B0C85ZJK9J/ref=sr_1_143?qid=1695645016&s=computers&sr=1-143,"Dell XPS 15 9530 Laptop | 13th Gen Intel Core i7-13700H | 15.6"" FHD+ Display | 16GB RAM | 512GB SSD | Intel Arc A370M Graphics with 4GB GDDR6 | Windows 11 Home | Fingerprint Reader | QWERTZ | Silver",,,"1,699.00"
,,,,
,,4 Stars & Up,,
,,,,
,,,,
,,,,
,,,,
/-/en/sspa/click?ie=UTF8&spc=MTozMjA1MTQ3NjUwMzI1NjMyOjE2OTU2NDUwMjI6c3BfYXRmX2Jyb3dzZTozMDAwMTcxOTIxOTY3MzI6OjA6Og&url=%2FLenovo-V17-Windows-Wireless-Notebook%2Fdp%2FB08SBSNCFS%2Fref%3Dsr_1_145_sspa%3Fqid%3D1695645022%26s%3Dcomputers%26sr%3D1-145-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,Lenovo V17 - 17.3 Inch FHD - Core i5 1235U - 8GB RAM - 250GB SSD - Windows 11 Pro # with Wireless Mouse + Notebook Bag,5.0 out of 5 stars,(1),809.00
/-/en/sspa/click?ie=UTF8&spc=MTozMjA1MTQ3NjUwMzI1NjMyOjE2OTU2NDUwMjI6c3BfYXRmX2Jyb3dzZTozMDAwMTcxOTIxOTY3MzI6OjA6Og&url=%2FLenovo-V17-Windows-Wireless-Notebook%2Fdp%2FB08SBSNCFS%2Fref%3Dsr_1_145_sspa%3Fqid%3D1695645022%26s%3Dcomputers%26sr%3D1-145-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,Lenovo V17 - 17.3 Inch FHD - Core i5 1235U - 8GB RAM - 250GB SSD - Windows 11 Pro # with Wireless Mouse + Notebook Bag,,,809.00
/-/en/sspa/click?ie=UTF8&spc=MTozMjA1MTQ3NjUwMzI1NjMyOjE2OTU2NDUwMjI6c3BfYXRmX2Jyb3dzZTozMDAwMDY2MDUxMDAxMzI6OjA6Og&url=%2FIdeaPad-Illuminated-Keyboard-Windows-Professional%2Fdp%2FB093LCSHVV%2Fref%3Dsr_1_146_sspa%3Fqid%3D1695645022%26s%3Dcomputers%26sr%3D1-146-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,Lenovo IdeaPad <> 15.6 inch FHD <> Ryzen 5 4500U <> 8GB RAM <> 250GB SSD <> Illuminated Keyboard <> Windows 10 Pro <> Office 2019 Professional,5.0 out of 5 stars,(1),549.00
/-/en/sspa/click?ie=UTF8&spc=MTozMjA1MTQ3NjUwMzI1NjMyOjE2OTU2NDUwMjI6c3BfYXRmX2Jyb3dzZToyMDA2NDkxNjI0MjA5ODo6MDo6&url=%2FHP-17-Celeron-Wireless-Notebook%2Fdp%2FB09HKZDDN6%2Fref%3Dsr_1_147_sspa%3Fqid%3D1695645022%26s%3Dcomputers%26sr%3D1-147-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,HP 17 - Black - 17.3 Inch HD+ - Celeron N4120 - RAM: 16GB - SSD: 1000GB - Windows 11 Pro - Office 2021 Pro # with Wireless Mouse + Notebook Bag,4.0 out of 5 stars,(5),493.00
/-/en/Nitro-AN515-45-R52B-Gaming-Laptop-Windows/dp/B09RG3QCHX/ref=sr_1_148?qid=1695645022&s=computers&sr=1-148,"Acer Nitro 5 (AN515-45-R52B) Gaming Laptop 15.6 Inch Windows 11 Home - FHD 144 Hz IPS Display, AMD Ryzen 7 5800H, 16GB DDR4 RAM, 1000GB PCIe SSD, NVIDIA GeForce RTX 30 70-88 GB GDDR6.",3.6 out of 5 stars,(3),"1,455.18"
/-/en/Anti-Glare-Display-i9-13980HX-Windows-Keyboard/dp/B0BTPGTHY1/ref=sr_1_149?qid=1695645022&s=computers&sr=1-149,ASUS ROG Strix G18 Gaming Laptop | 18 Inch FHD+ 165Hz/7ms Anti-Glare IPS Display | Intel Core i9-13980HX | 32 GB RAM | 1 TB SSD | NVIDIA RTX 4060 | Windows 11 | QWERTZ Keyboard | Eclipse Grey,3.9 out of 5 stars,(20),"2,199.00"
/-/en/Chromebook-CB315-4HT-P358-Display-Graphics-ChromeOS/dp/B0BP2SBYFN/ref=sr_1_150?qid=1695645022&s=computers&sr=1-150,"Acer Chromebook 315 (CB315-4HT-P358) Laptop | 15, 6 Full HD Touch Display | Intel Pentium N6000 | 8GB RAM | 128GB eMMC | Intel UHD Graphics | Google ChromeOS | Silver | Plus Chromebook",4.5 out of 5 stars,(2),499.00
/-/en/Lenovo-Legion-Display-7-6800H-GeForce/dp/B09XXPH6FS/ref=sr_1_151?qid=1695645022&s=computers&sr=1-151,Lenovo Legion Pro 5 Gaming Laptop | 16 Inch QHD Display | 165 Hz | AMD Ryzen 7-6800H | 16 GB RAM | 1 TB SSD | NVIDIA GeForce RTX 3070 | Win11 Home | QWERTZ | Grey,4.4 out of 5 stars,(133),"1,941.76"
